,Weekday,Month,DateDelta,Zip,Latitude,Longitude,air,precip,ppsf_doll,ppsf_doll_pred,Date,Year
17628,-0.9749279121818236,-0.5000000000000004,1004.0,92211,33.75,243.75,15.115170000000035,0.09,171.0,171.8,2014-11-01,2014
6283,-0.9749279121818236,-0.8660254037844385,3104.0,30025,33.75,276.25,26.94106000000005,5.2,112.0,112.5,2020-08-01,2020
5424,0.0,0.8660254037844386,3288.0,28635,36.25,278.75,3.2826500000000465,4.21,122.0,145.9,2021-02-01,2021
19533,0.43388373911755823,1.0,2220.0,95841,38.75,238.75,12.308500000000038,3.94,197.0,181.9,2018-03-01,2018
5558,-0.433883739117558,0.5000000000000003,1185.0,29582,33.75,281.25,22.565240000000017,3.05,149.0,137.9,2015-05-01,2015
18382,0.43388373911755823,-0.5000000000000004,274.0,95842,38.75,238.75,13.036220000000014,4.08,98.0,87.7,2012-11-01,2012
20021,0.0,1.2246467991473532e-16,3043.0,95843,38.75,238.75,24.032219999999995,0.03,238.0,245.5,2020-06-01,2020
18801,-0.9749279121818236,-0.5000000000000004,1004.0,95621,38.75,238.75,13.583920000000035,1.83,154.0,154.7,2014-11-01,2014
13761,-0.433883739117558,-0.5000000000000004,639.0,61350,41.25,271.25,3.326000000000022,1.48,64.0,65.6,2013-11-01,2013
17383,0.7818314824680298,-1.0,3135.0,83713,43.75,243.75,17.780700000000024,0.19,191.0,201.7,2020-09-01,2020
5576,-0.7818314824680299,-0.5000000000000004,1369.0,29582,33.75,281.25,16.19622000000004,4.44,150.0,148.8,2015-11-01,2015
5386,0.0,1.2246467991473532e-16,3043.0,28651,36.25,278.75,20.344719999999995,3.28,112.0,113.6,2020-06-01,2020
1588,0.0,0.5000000000000003,1916.0,10541,41.25,286.25,14.852440000000001,4.12,171.0,176.0,2017-05-01,2017
19115,-0.433883739117558,0.8660254037844387,1521.0,95678,38.75,238.75,17.415980000000047,1.35,211.0,204.8,2016-04-01,2016
6246,-0.7818314824680299,-2.4492935982947064e-16,2860.0,30656,33.75,276.25,10.16506000000004,4.88,114.0,111.4,2019-12-01,2019
19401,0.7818314824680298,-0.8660254037844385,2008.0,95663,38.75,238.75,26.19326000000001,0.06,294.0,297.8,2017-08-01,2017
4182,-0.7818314824680299,-0.4999999999999997,2342.0,21654,38.75,283.75,26.233180000000004,5.98,306.0,284.0,2018-07-01,2018
18662,-0.9749279121818236,1.0,759.0,95662,38.75,238.75,14.771800000000042,1.76,180.0,188.3,2014-03-01,2014
5377,0.9749279121818236,0.8660254037844387,2982.0,28665,36.25,278.75,11.257040000000018,5.01,144.0,116.7,2020-04-01,2020
17555,-0.433883739117558,-0.5000000000000004,639.0,92210,33.75,243.75,13.419759999999997,0.63,219.0,215.2,2013-11-01,2013
11201,0.0,1.0,3316.0,44240,41.25,278.75,5.643150000000048,1.85,110.0,108.4,2021-03-01,2021
5677,-0.9749279121818236,-1.0,2404.0,29572,33.75,281.25,27.26547000000005,6.81,168.0,167.8,2018-09-01,2018
13836,-0.7818314824680299,0.8660254037844386,1096.0,61350,41.25,271.25,-8.119640000000004,0.54,73.0,63.2,2015-02-01,2015
18055,0.43388373911755823,-0.866025403784439,3165.0,92236,33.75,243.75,20.75436000000002,0.02,174.0,176.9,2020-10-01,2020
14387,-0.7818314824680299,0.49999999999999994,1796.0,63383,38.75,268.75,2.5146400000000426,1.17,97.0,98.5,2017-01-01,2017
18749,-0.433883739117558,-0.8660254037844385,912.0,95630,38.75,238.75,25.07916,0.18,212.0,219.2,2014-08-01,2014
1193,-0.433883739117558,0.49999999999999994,1430.0,10562,41.25,286.25,0.18710000000004356,1.62,208.0,213.2,2016-01-01,2016
8225,0.43388373911755823,1.0,2220.0,32701,28.75,278.75,17.746000000000038,0.87,119.0,116.8,2018-03-01,2018
15511,-0.7818314824680299,-0.866025403784439,2069.0,68007,41.25,263.75,12.77940000000001,3.88,118.0,123.7,2017-10-01,2017
19606,-0.7818314824680299,-0.4999999999999997,2342.0,95842,38.75,238.75,26.045680000000004,0.2,220.0,209.9,2018-07-01,2018
16127,-0.9749279121818236,-2.4492935982947064e-16,304.0,74063,36.25,263.75,6.0762000000000285,0.53,73.0,73.1,2012-12-01,2012
1686,-0.433883739117558,-1.0,2039.0,10536,41.25,286.25,19.83907000000005,1.2,298.0,271.5,2017-09-01,2017
1594,0.0,0.5000000000000003,1916.0,10570,41.25,286.25,14.852440000000001,4.12,296.0,303.5,2017-05-01,2017
19669,0.43388373911755823,-0.5000000000000004,2465.0,95661,38.75,238.75,13.015800000000013,2.97,247.0,250.1,2018-11-01,2018
18905,0.9749279121818236,0.8660254037844387,1155.0,95843,38.75,238.75,16.798820000000035,1.09,163.0,156.8,2015-04-01,2015
15168,-0.7818314824680299,0.8660254037844386,1096.0,68138,41.25,263.75,-5.994640000000004,0.37,87.0,88.3,2015-02-01,2015
4724,0.7818314824680298,-0.5000000000000004,1735.0,27581,36.25,281.25,11.24386000000004,0.71,111.0,108.7,2016-11-01,2016
17198,0.43388373911755823,0.8660254037844386,2192.0,83714,43.75,243.75,2.7020800000000236,0.83,161.0,162.2,2018-02-01,2018
18804,-0.9749279121818236,-0.5000000000000004,1004.0,95650,38.75,238.75,13.583920000000035,1.83,242.0,236.3,2014-11-01,2014
3468,-0.433883739117558,0.8660254037844386,366.0,21662,38.75,283.75,3.2049800000000346,1.93,295.0,223.9,2013-02-01,2013
10598,0.0,-0.866025403784439,243.0,44266,41.25,278.75,10.877620000000036,4.46,62.0,57.9,2012-10-01,2012
11112,-0.7818314824680299,-2.4492935982947064e-16,2860.0,44241,41.25,278.75,1.3525600000000395,2.33,118.0,116.6,2019-12-01,2019
1308,0.9749279121818236,1.2246467991473532e-16,1582.0,10526,41.25,286.25,20.74487000000005,0.95,228.0,246.2,2016-06-01,2016
18742,0.7818314824680298,-0.4999999999999997,881.0,95842,38.75,238.75,26.966940000000022,0.03,144.0,150.2,2014-07-01,2014
5543,0.0,-2.4492935982947064e-16,1034.0,29582,33.75,281.25,11.03588000000002,2.84,138.0,141.3,2014-12-01,2014
19259,0.43388373911755823,-2.4492935982947064e-16,1765.0,95678,38.75,238.75,8.298330000000021,3.33,213.0,214.3,2016-12-01,2016
7543,0.7818314824680298,-2.4492935982947064e-16,1399.0,32746,28.75,278.75,22.2269,0.74,126.0,128.0,2015-12-01,2015
14131,0.9749279121818236,0.49999999999999994,2891.0,61350,41.25,271.25,-1.3980999999999995,2.28,91.0,82.4,2020-01-01,2020
8505,0.7818314824680298,0.49999999999999994,2526.0,32746,28.75,278.75,15.463279999999997,2.74,155.0,154.9,2019-01-01,2019
17361,0.0,1.2246467991473532e-16,3043.0,83616,43.75,243.75,17.657219999999995,2.51,207.0,202.5,2020-06-01,2020
12440,0.9749279121818236,0.8660254037844387,1155.0,53963,43.75,271.25,8.736320000000035,2.43,80.0,67.8,2015-04-01,2015
1844,0.43388373911755823,1.0,2220.0,10570,41.25,286.25,2.9960000000000377,2.24,313.0,261.3,2018-03-01,2018
14495,0.9749279121818236,0.49999999999999994,2891.0,63383,38.75,268.75,2.0394000000000005,3.85,124.0,127.6,2020-01-01,2020
15461,0.0,0.5000000000000003,1916.0,68118,41.25,263.75,16.35244,3.78,93.0,95.0,2017-05-01,2017
5966,0.9749279121818236,0.8660254037844387,1155.0,30656,33.75,276.25,18.423820000000035,5.45,84.0,82.5,2015-04-01,2015
10325,-0.9749279121818236,-0.866025403784439,1704.0,37721,36.25,276.25,17.917570000000012,0.47,106.0,99.2,2016-10-01,2016
8227,0.43388373911755823,1.0,2220.0,32708,28.75,278.75,17.746000000000038,0.87,140.0,138.7,2018-03-01,2018
5348,0.7818314824680298,-0.866025403784439,2799.0,28697,36.25,278.75,15.412900000000036,4.98,105.0,95.9,2019-10-01,2019
11137,0.9749279121818236,0.8660254037844387,2982.0,44255,41.25,278.75,7.350800000000049,2.96,92.0,119.3,2020-04-01,2020
14117,0.7818314824680298,-0.866025403784439,2799.0,61364,41.25,271.25,11.319150000000036,3.27,54.0,52.6,2019-10-01,2019
4878,0.0,1.0,3316.0,27503,36.25,281.25,11.455650000000048,2.27,145.0,144.1,2021-03-01,2021
19664,0.43388373911755823,-0.5000000000000004,2465.0,95610,38.75,238.75,13.015800000000013,2.97,221.0,221.2,2018-11-01,2018
11787,0.0,1.2246467991473532e-16,1216.0,50240,41.25,266.25,21.635770000000036,5.99,114.0,79.3,2015-06-01,2015
2605,0.43388373911755823,-0.866025403784439,3165.0,10510,41.25,286.25,12.973100000000045,3.71,283.0,312.9,2020-10-01,2020
7412,0.9749279121818236,-0.4999999999999997,1246.0,32730,28.75,278.75,28.286519999999996,6.97,91.0,91.1,2015-07-01,2015
19138,-0.7818314824680299,0.5000000000000003,1551.0,95842,38.75,238.75,20.38190000000003,0.34,174.0,168.6,2016-05-01,2016
15397,0.7818314824680298,-0.5000000000000004,1735.0,68135,41.25,263.75,8.18136000000004,0.78,104.0,103.4,2016-11-01,2016
16172,-0.9749279121818236,1.0,759.0,74063,36.25,263.75,7.928060000000016,1.24,72.0,73.8,2014-03-01,2014
7549,-0.433883739117558,0.49999999999999994,1430.0,32701,28.75,278.75,14.874600000000044,3.77,90.0,88.5,2016-01-01,2016
19038,0.7818314824680298,-2.4492935982947064e-16,1399.0,95650,38.75,238.75,8.2269,2.64,241.0,249.1,2015-12-01,2015
9310,0.0,0.8660254037844386,1461.0,35953,33.75,273.75,9.225999999999999,5.47,59.0,63.5,2016-02-01,2016
17493,0.7818314824680298,0.49999999999999994,335.0,92201,33.75,243.75,8.125,0.23,93.0,93.2,2013-01-01,2013
13400,0.43388373911755823,-0.866025403784439,3165.0,55947,43.75,268.75,7.00436000000002,1.59,122.0,133.3,2020-10-01,2020
9542,0.0,-0.4999999999999997,516.0,37090,36.25,273.75,24.58862000000005,6.13,102.0,98.3,2013-07-01,2013
2186,0.9749279121818236,0.5000000000000003,2646.0,10536,41.25,286.25,15.824180000000013,4.3,226.0,266.2,2019-05-01,2019
1238,0.7818314824680298,1.0,1490.0,10541,41.25,286.25,7.394680000000051,0.98,158.0,170.8,2016-03-01,2016
1268,-0.433883739117558,0.8660254037844387,1521.0,10562,41.25,286.25,9.353480000000047,1.54,205.0,214.3,2016-04-01,2016
10730,-0.433883739117558,-0.8660254037844385,912.0,44266,41.25,278.75,20.547900000000027,3.66,77.0,75.7,2014-08-01,2014
9938,0.7818314824680298,0.49999999999999994,2526.0,37090,36.25,273.75,4.1507799999999975,3.84,149.0,144.9,2019-01-01,2019
19380,-0.9749279121818236,-0.4999999999999997,1977.0,95650,38.75,238.75,26.73553000000004,0.01,280.0,277.2,2017-07-01,2017
9723,0.0,0.8660254037844386,1461.0,37087,36.25,273.75,6.288499999999999,4.77,104.0,104.5,2016-02-01,2016
6134,0.43388373911755823,0.8660254037844386,2192.0,30054,33.75,276.25,13.795830000000024,4.83,92.0,86.4,2018-02-01,2018
18868,-0.7818314824680299,0.8660254037844386,1096.0,95842,38.75,238.75,13.630359999999996,1.53,146.0,152.6,2015-02-01,2015
12755,0.43388373911755823,-0.8660254037844385,2738.0,54974,43.75,271.25,20.107230000000015,2.6,92.0,90.0,2019-08-01,2019
17257,-0.9749279121818236,-2.4492935982947064e-16,2495.0,83713,43.75,243.75,0.05456000000003769,0.8,158.0,157.7,2018-12-01,2018
18164,0.0,0.49999999999999994,2161.0,93927,36.25,238.75,10.829830000000015,1.21,196.0,211.9,2018-01-01,2018
15212,0.0,1.2246467991473532e-16,1216.0,68138,41.25,263.75,22.260770000000036,4.64,88.0,86.5,2015-06-01,2015
11042,-0.9749279121818236,-2.4492935982947064e-16,2495.0,44266,41.25,278.75,1.023300000000006,2.77,88.0,91.8,2018-12-01,2018
2393,0.9749279121818236,0.49999999999999994,2891.0,10562,41.25,286.25,1.8519000000000005,1.35,236.0,252.4,2020-01-01,2020
14802,0.7818314824680298,0.5000000000000003,90.0,68130,41.25,263.75,19.751340000000027,2.69,89.0,91.0,2012-05-01,2012
10761,-0.7818314824680299,0.8660254037844386,1096.0,44202,41.25,278.75,-9.869640000000004,1.27,103.0,101.5,2015-02-01,2015
13876,0.43388373911755823,-0.866025403784439,1338.0,61350,41.25,271.25,13.03588000000002,1.15,82.0,77.5,2015-10-01,2015
4554,0.43388373911755823,1.0,29.0,27503,36.25,281.25,14.88766000000004,3.07,84.0,84.4,2012-03-01,2012
17241,0.0,-0.866025403784439,2434.0,83616,43.75,243.75,9.655760000000043,0.96,175.0,174.5,2018-10-01,2018
15913,0.43388373911755823,-0.866025403784439,3165.0,68130,41.25,263.75,9.56686000000002,0.64,117.0,117.9,2020-10-01,2020
6101,-0.9749279121818236,-0.4999999999999997,1977.0,30656,33.75,276.25,27.14178000000004,3.46,90.0,92.4,2017-07-01,2017
9860,-0.433883739117558,-2.4492935982947064e-16,2130.0,37090,36.25,273.75,4.487420000000043,2.89,135.0,134.8,2017-12-01,2017
15623,0.9749279121818236,-0.8660254037844385,2373.0,68064,41.25,263.75,23.50210000000004,4.12,131.0,140.6,2018-08-01,2018
4792,0.0,-0.866025403784439,2434.0,27509,36.25,281.25,16.812000000000012,3.31,99.0,105.3,2018-10-01,2018
11051,-0.433883739117558,0.8660254037844386,2557.0,44240,41.25,278.75,-0.6925999999999704,3.07,89.0,95.6,2019-02-01,2019
17779,0.43388373911755823,-2.4492935982947064e-16,1765.0,92236,33.75,243.75,10.235830000000021,1.71,137.0,129.7,2016-12-01,2016
1099,0.7818314824680298,-1.0,1308.0,10598,41.25,286.25,21.231930000000034,2.89,216.0,234.8,2015-09-01,2015
9284,0.43388373911755823,0.49999999999999994,1065.0,35953,33.75,273.75,5.799040000000048,2.91,65.0,70.9,2015-01-01,2015
10089,0.0,1.0,3316.0,37087,36.25,273.75,12.424400000000048,7.5,158.0,166.1,2021-03-01,2021
7312,-0.7818314824680299,1.0,1124.0,32765,28.75,278.75,21.95016000000004,0.76,116.0,118.4,2015-03-01,2015
10908,0.9749279121818236,0.8660254037844386,1827.0,44241,41.25,278.75,3.3118500000000495,1.88,96.0,93.2,2017-02-01,2017
9711,0.7818314824680298,-2.4492935982947064e-16,1399.0,37087,36.25,273.75,11.008140000000026,5.1,107.0,104.2,2015-12-01,2015
16346,0.7818314824680298,0.49999999999999994,2526.0,74063,36.25,263.75,3.0882799999999975,2.0,84.0,88.1,2019-01-01,2019
15691,-0.433883739117558,0.8660254037844386,2557.0,68116,41.25,263.75,-7.41134999999997,1.0,114.0,108.3,2019-02-01,2019
3889,-0.433883739117558,0.8660254037844387,1521.0,21671,38.75,283.75,13.134730000000047,1.8,133.0,174.4,2016-04-01,2016
18150,0.7818314824680298,-0.5000000000000004,1735.0,93927,36.25,238.75,11.775100000000009,1.16,184.0,195.2,2016-11-01,2016
6114,-0.7818314824680299,-0.866025403784439,2069.0,30054,33.75,276.25,18.43566000000004,3.47,89.0,94.1,2017-10-01,2017
18549,-0.7818314824680299,-1.0,578.0,95621,38.75,238.75,22.618740000000003,0.32,147.0,154.0,2013-09-01,2013
2486,-0.433883739117558,0.5000000000000003,3012.0,10536,41.25,286.25,14.47048000000001,1.41,234.0,261.7,2020-05-01,2020
7759,0.43388373911755823,-1.0,1674.0,32708,28.75,278.75,27.898979999999995,5.38,128.0,126.7,2016-09-01,2016
15431,0.9749279121818236,0.8660254037844386,1827.0,68136,41.25,263.75,3.2806000000000495,0.53,106.0,106.3,2017-02-01,2017
17738,-0.7818314824680299,0.5000000000000003,1551.0,92253,33.75,243.75,18.28814,0.08,198.0,191.8,2016-05-01,2016
2448,-0.7818314824680299,1.0,2951.0,10589,41.25,286.25,6.740750000000048,2.85,272.0,257.0,2020-03-01,2020
15783,0.7818314824680298,-0.866025403784439,2799.0,68136,41.25,263.75,9.569150000000036,3.05,126.0,123.3,2019-10-01,2019
17804,-0.9749279121818236,0.8660254037844387,1886.0,92253,33.75,243.75,16.647800000000018,0.05,208.0,207.4,2017-04-01,2017
1969,0.9749279121818236,-0.8660254037844385,2373.0,10570,41.25,286.25,24.53335000000004,4.61,302.0,285.4,2018-08-01,2018
19385,-0.9749279121818236,-0.4999999999999997,1977.0,95678,38.75,238.75,26.73553000000004,0.01,229.0,229.9,2017-07-01,2017
15629,0.9749279121818236,-0.8660254037844385,2373.0,68136,41.25,263.75,23.50210000000004,4.12,122.0,117.6,2018-08-01,2018
15889,-0.9749279121818236,-0.8660254037844385,3104.0,68116,41.25,263.75,23.87856000000005,1.08,124.0,130.0,2020-08-01,2020
6276,0.0,1.2246467991473532e-16,3043.0,30656,33.75,276.25,25.063469999999995,2.26,117.0,114.4,2020-06-01,2020
15236,0.7818314824680298,-1.0,1308.0,68007,41.25,263.75,21.544430000000034,3.89,103.0,106.0,2015-09-01,2015
18985,0.7818314824680298,-1.0,1308.0,95661,38.75,238.75,24.075680000000034,0.03,207.0,214.5,2015-09-01,2015
15970,0.0,1.0,3316.0,68136,41.25,263.75,7.580650000000048,3.97,136.0,135.0,2021-03-01,2021
19941,-0.9749279121818236,0.8660254037844386,2922.0,95663,38.75,238.75,12.724700000000041,0.46,328.0,303.7,2020-02-01,2020
6006,0.7818314824680298,-2.4492935982947064e-16,1399.0,30656,33.75,276.25,13.883140000000026,8.18,80.0,81.1,2015-12-01,2015
19842,-0.7818314824680299,-1.0,2769.0,95608,38.75,238.75,23.446470000000033,0.35,247.0,245.0,2019-09-01,2019
9541,0.0,-0.4999999999999997,516.0,37121,36.25,273.75,24.58862000000005,6.13,74.0,98.3,2013-07-01,2013
19903,-0.7818314824680299,-2.4492935982947064e-16,2860.0,95661,38.75,238.75,10.29006000000004,3.12,262.0,263.5,2019-12-01,2019
19494,0.0,0.49999999999999994,2161.0,95746,38.75,238.75,10.611080000000015,3.0,268.0,262.6,2018-01-01,2018
6869,0.7818314824680298,-0.866025403784439,608.0,32751,28.75,278.75,24.423969999999997,1.08,111.0,109.7,2013-10-01,2013
1293,-0.7818314824680299,0.5000000000000003,1551.0,10562,41.25,286.25,15.413139999999999,2.58,197.0,211.7,2016-05-01,2016
19781,0.9749279121818236,0.5000000000000003,2646.0,95678,38.75,238.75,18.167930000000013,1.92,254.0,255.0,2019-05-01,2019
3190,0.7818314824680298,-1.0,3135.0,12860,43.75,286.25,13.718200000000024,2.02,71.0,148.6,2020-09-01,2020
13181,0.9749279121818236,1.0,1855.0,54601,43.75,268.75,1.2074800000000323,1.46,99.0,87.7,2017-03-01,2017
17727,-0.433883739117558,0.8660254037844387,1521.0,92201,33.75,243.75,16.509730000000047,0.54,147.0,148.0,2016-04-01,2016
6503,0.9749279121818236,-0.8660254037844385,182.0,32746,28.75,278.75,27.900170000000003,6.69,97.0,90.5,2012-08-01,2012
17414,0.0,0.8660254037844386,3288.0,83714,43.75,243.75,1.2201500000000465,1.47,267.0,236.3,2021-02-01,2021
8479,-0.9749279121818236,-2.4492935982947064e-16,2495.0,32746,28.75,278.75,17.617060000000038,5.33,152.0,154.7,2018-12-01,2018
11018,0.9749279121818236,-0.8660254037844385,2373.0,44266,41.25,278.75,22.50210000000004,2.64,93.0,90.3,2018-08-01,2018
18438,-0.433883739117558,1.0,394.0,95608,38.75,238.75,13.964140000000043,0.78,147.0,145.9,2013-03-01,2013
14201,0.0,1.0,3316.0,61350,41.25,271.25,6.893150000000048,1.44,89.0,103.4,2021-03-01,2021
19961,-0.7818314824680299,1.0,2951.0,95678,38.75,238.75,12.334500000000048,1.77,257.0,267.8,2020-03-01,2020
19709,0.7818314824680298,0.49999999999999994,2526.0,95678,38.75,238.75,10.400779999999997,3.98,247.0,240.0,2019-01-01,2019
15519,-0.7818314824680299,-0.866025403784439,2069.0,68136,41.25,263.75,12.77940000000001,3.88,111.0,115.7,2017-10-01,2017
5164,-0.9749279121818236,-0.866025403784439,1704.0,28635,36.25,278.75,15.011320000000012,1.71,33.0,88.7,2016-10-01,2016
6184,-0.9749279121818236,-2.4492935982947064e-16,2495.0,30054,33.75,276.25,8.867060000000038,7.55,94.0,94.3,2018-12-01,2018
19336,-0.9749279121818236,0.8660254037844387,1886.0,95842,38.75,238.75,15.710300000000018,2.72,194.0,188.2,2017-04-01,2017
18515,0.0,-0.4999999999999997,516.0,95630,38.75,238.75,25.40112000000005,0.03,195.0,200.3,2013-07-01,2013
17686,0.7818314824680298,-1.0,1308.0,92203,33.75,243.75,25.950680000000034,0.33,137.0,136.0,2015-09-01,2015
17044,-0.433883739117558,0.49999999999999994,1430.0,83702,43.75,243.75,-0.9066499999999564,0.71,168.0,171.2,2016-01-01,2016
5640,-0.433883739117558,-1.0,2039.0,29566,33.75,281.25,24.62032000000005,2.83,106.0,108.1,2017-09-01,2017
1394,0.43388373911755823,-1.0,1674.0,10570,41.25,286.25,20.430229999999995,0.97,287.0,283.2,2016-09-01,2016
15938,0.7818314824680298,-2.4492935982947064e-16,3226.0,68138,41.25,263.75,-0.7141799999999989,0.68,129.0,130.8,2020-12-01,2020
9969,0.0,-0.4999999999999997,2707.0,37087,36.25,273.75,26.672020000000032,3.67,144.0,148.5,2019-07-01,2019
14805,0.7818314824680298,0.5000000000000003,90.0,68138,41.25,263.75,19.751340000000027,2.69,77.0,75.0,2012-05-01,2012
6294,0.43388373911755823,-0.866025403784439,3165.0,30054,33.75,276.25,19.31686000000002,3.73,114.0,110.9,2020-10-01,2020
8094,-0.433883739117558,-1.0,2039.0,32773,28.75,278.75,27.37032000000005,7.14,113.0,114.6,2017-09-01,2017
5659,0.43388373911755823,1.0,2220.0,29572,33.75,281.25,11.652250000000038,2.2,160.0,164.0,2018-03-01,2018
8275,-0.7818314824680299,0.8660254037844387,2251.0,32771,28.75,278.75,22.06826000000001,3.03,123.0,125.3,2018-04-01,2018
14061,0.43388373911755823,-0.5000000000000004,2465.0,61350,41.25,271.25,1.203300000000013,1.8,91.0,88.4,2018-11-01,2018
15392,0.7818314824680298,-0.5000000000000004,1735.0,68064,41.25,263.75,8.18136000000004,0.78,108.0,110.7,2016-11-01,2016
18950,0.9749279121818236,-0.4999999999999997,1246.0,95662,38.75,238.75,25.692769999999996,0.13,199.0,200.5,2015-07-01,2015
12724,-0.433883739117558,1.0,2585.0,54971,43.75,271.25,-1.511479999999949,1.08,77.0,81.0,2019-03-01,2019
6451,-0.433883739117558,1.2246467991473532e-16,121.0,32746,28.75,278.75,26.40127000000001,9.55,94.0,91.6,2012-06-01,2012
18384,-0.9749279121818236,-2.4492935982947064e-16,304.0,95608,38.75,238.75,8.419950000000028,5.06,138.0,128.0,2012-12-01,2012
8586,0.0,0.8660254037844387,2616.0,32765,28.75,278.75,22.516140000000007,2.14,158.0,161.6,2019-04-01,2019
19900,-0.7818314824680299,-2.4492935982947064e-16,2860.0,95628,38.75,238.75,10.29006000000004,3.12,245.0,234.3,2019-12-01,2019
4864,0.43388373911755823,-0.866025403784439,3165.0,27509,36.25,281.25,17.223100000000045,3.12,133.0,142.9,2020-10-01,2020
5238,-0.433883739117558,-2.4492935982947064e-16,2130.0,28697,36.25,278.75,3.893670000000043,1.29,116.0,96.5,2017-12-01,2017
12163,0.7818314824680298,-1.0,3135.0,50160,41.25,266.25,17.280700000000024,3.24,186.0,102.9,2020-09-01,2020
15971,0.0,1.0,3316.0,68138,41.25,263.75,7.580650000000048,3.97,135.0,132.9,2021-03-01,2021
14648,-0.433883739117558,-0.4999999999999997,1612.0,64093,38.75,266.25,26.274069999999995,4.96,83.0,84.8,2016-07-01,2016
6259,-0.7818314824680299,1.0,2951.0,30054,33.75,276.25,15.959500000000048,4.78,109.0,109.5,2020-03-01,2020
10517,0.43388373911755823,-0.866025403784439,3165.0,37721,36.25,276.25,16.94186000000002,4.82,137.0,134.0,2020-10-01,2020
5771,0.43388373911755823,0.8660254037844387,3347.0,29582,33.75,281.25,17.366240000000005,0.83,197.0,185.9,2021-04-01,2021
17907,0.0,-0.866025403784439,2434.0,92201,33.75,243.75,18.937000000000012,0.45,172.0,166.4,2018-10-01,2018
13381,0.9749279121818236,-0.4999999999999997,3073.0,54601,43.75,268.75,23.794370000000015,2.65,119.0,128.8,2020-07-01,2020
8563,0.0,0.8660254037844387,2616.0,32701,28.75,278.75,22.516140000000007,2.14,139.0,131.3,2019-04-01,2019
10738,0.9749279121818236,-0.866025403784439,973.0,44234,41.25,278.75,11.29122000000001,2.22,92.0,84.1,2014-10-01,2014
8144,0.9749279121818236,-0.5000000000000004,2100.0,32765,28.75,278.75,20.705399999999997,1.17,146.0,144.8,2017-11-01,2017
17232,0.9749279121818236,-0.8660254037844385,2373.0,83704,43.75,243.75,22.03335000000004,0.07,150.0,150.3,2018-08-01,2018
9525,0.9749279121818236,0.5000000000000003,455.0,37087,36.25,273.75,19.180960000000027,3.68,89.0,78.1,2013-05-01,2013
19660,0.0,-0.866025403784439,2434.0,95842,38.75,238.75,18.874500000000012,0.17,210.0,212.4,2018-10-01,2018
17940,-0.433883739117558,1.0,2585.0,92211,33.75,243.75,12.207270000000051,0.49,203.0,196.7,2019-03-01,2019
15571,0.43388373911755823,1.0,2220.0,68118,41.25,263.75,4.433500000000038,1.66,97.0,97.1,2018-03-01,2018
7622,0.7818314824680298,1.0,1490.0,32750,28.75,278.75,21.39468000000005,2.01,108.0,112.3,2016-03-01,2016
13937,-0.9749279121818236,-0.866025403784439,1704.0,61364,41.25,271.25,14.917570000000012,1.83,53.0,49.0,2016-10-01,2016
2759,0.43388373911755823,0.8660254037844387,3347.0,10527,41.25,286.25,10.616240000000005,2.4,239.0,256.7,2021-04-01,2021
19440,-0.7818314824680299,-0.866025403784439,2069.0,95746,38.75,238.75,18.43566000000004,0.04,263.0,258.7,2017-10-01,2017
4882,0.43388373911755823,0.8660254037844387,3347.0,27509,36.25,281.25,15.022500000000036,1.14,136.0,142.1,2021-04-01,2021
15211,0.0,1.2246467991473532e-16,1216.0,68136,41.25,263.75,22.260770000000036,4.64,99.0,98.0,2015-06-01,2015
3996,0.9749279121818236,0.8660254037844386,1827.0,21662,38.75,283.75,8.18685000000005,0.99,285.0,201.8,2017-02-01,2017
14908,-0.433883739117558,1.0,394.0,68064,41.25,263.75,1.401640000000043,1.14,84.0,79.5,2013-03-01,2013
19858,-0.7818314824680299,-1.0,2769.0,95842,38.75,238.75,23.446470000000033,0.35,218.0,232.4,2019-09-01,2019
7387,0.0,1.2246467991473532e-16,1216.0,32746,28.75,278.75,28.042020000000036,3.95,125.0,124.9,2015-06-01,2015
10872,0.0,-0.8660254037844385,1643.0,44241,41.25,278.75,23.43190000000004,3.03,106.0,100.8,2016-08-01,2016
1226,0.7818314824680298,1.0,1490.0,10504,41.25,286.25,7.394680000000051,0.98,276.0,304.5,2016-03-01,2016
16259,0.0,-0.8660254037844385,1643.0,74063,36.25,263.75,27.400660000000016,2.19,83.0,85.2,2016-08-01,2016
3806,0.7818314824680298,-1.0,1308.0,21652,38.75,283.75,23.075680000000034,2.38,239.0,158.1,2015-09-01,2015
1817,0.43388373911755823,0.8660254037844386,2192.0,10549,41.25,286.25,3.0770800000000236,4.43,229.0,218.9,2018-02-01,2018
6298,-0.7818314824680299,-0.5000000000000004,3196.0,30025,33.75,276.25,14.67670000000004,3.26,122.0,114.3,2020-11-01,2020
1580,0.0,0.5000000000000003,1916.0,10510,41.25,286.25,14.852440000000001,4.12,257.0,267.1,2017-05-01,2017
19328,-0.9749279121818236,0.8660254037844387,1886.0,95662,38.75,238.75,15.710300000000018,2.72,239.0,233.5,2017-04-01,2017
1081,0.7818314824680298,-1.0,1308.0,10514,41.25,286.25,21.231930000000034,2.89,320.0,304.4,2015-09-01,2015
17344,-0.7818314824680299,1.0,2951.0,83702,43.75,243.75,5.928250000000048,1.52,276.0,280.0,2020-03-01,2020
18045,0.7818314824680298,-1.0,3135.0,92201,33.75,243.75,25.093200000000024,0.07,204.0,197.9,2020-09-01,2020
